userId,txCount,overpaidAmount,diffTotal,diffAvailable,diffFrozen,accountTotal,replayTotal,accountAvailable,accountFrozen,replayAvailable,replayFrozen,payoutTotal,settlementTotal,bombLossTotal,refundReversalNet,depositAdjustNet,offlineFeeNet,hasNegativeMoment,lastTxAt

